Időbélyeg,"1. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","2. Az első hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","3. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","4. A második hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","5. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","6. A harmadik hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","7. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","8. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","9. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?",10. Hogyan értékelnéd saját régiód nyelvváltozatát – nyelvjárását?,11. Mely helyzetekben használod a saját nyelvváltozatodat – nyelvjárásodat? (Több választ is megjelölhetsz!),12. Véleményed szerint te ismered a saját régiód nyelvjárását?,13. Szerinted előny vagy hátrány a nyelvjárás ismerete?,14. Mely helyzetekben használsz köznyelvi változatot? (Több választ is megjelölhetsz!),15. Véleményed szerint beszéled a magyarországi magyar köznyelvet?,16. Szerinted van különbség a Magyarországon és a Szlovákiában használt magyar nyelv között?,"17. Tett-e már valaki megjegyzést arra, ahogyan beszéltél?","18. Amennyiben tett már valaki megjegyzést a beszédedre, milyen helyzetben történt? Mit kifogásoltak? ",19. Mi a nemed?,20. Mi a nemzetiséged?,21. Mi az anyanyelved?,22. Melyik településen élsz?,23. Milyen típusú iskola diákja vagy?,24. Hányadik osztályba jársz?,25. Milyen nyelven zajlik az oktatás az általad látogatott képzésen?,26.Iskola,27. Iskola régiója,28. Lakhely régiója
6/15/2022 12:15:48,teljesen elfogadható,nem,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal",talán egy kicsit,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,"Tettek már, de csak észrevételként. Nem feltétlen kifogásolni akarták (magyaroroszági ismerősök, rokonok)",fiú,magyar és szlovák,magyar,Rozsnyó,gimnázium,3.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Kelet-Szlovákia
6/15/2022 12:17:24,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,hasonlít,inkább elfogadható,inkább elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",igen,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,,lány,magyar,magyar,Nagybalog,gimnázium,3.,magyar és szlovák nyelven is,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 12:19:22,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,nem,teljesen elfogadható,inkább elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,igen,igen,tudatlanságra utaló kérdéseket tettek fel,fiú,magyar,magyar,Bátka,gimnázium,2.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:20:25,teljesen elfogadható,hasonlít,teljesen elfogadható,nem,teljesen elfogadható,nem,teljesen elfogadható,inkább elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",talán egy kicsit,nem tudom,levélben vagy fogalmazás írása közben,szerintem elég jól,igen,igen,,fiú,magyar,magyar,Rimaszombat,gimnázium,3.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:22:18,teljesen elfogadható,nem tudom,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,teljesen elfogadható,inkább elfogadható,inkább elfogadható,semleges,családi beszélgetésben,szerintem elég jól,előny,levélben vagy fogalmazás írása közben,szerintem elég jól,igen,igen,"Észre vették, hogy eléggé úgy beszélek mint a magyaroroszági magyarok.",fiú,magyar,magyar,Tornalja,gimnázium,1.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:24:30,inkább elfogadható,nem,inkább elfogadható,nem,inkább elfogadható,nem,inkább elfogadható,inkább elfogadható,inkább elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",talán egy kicsit,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",inkább nem,igen,igen,Magyaroroszágon,fiú,"spanyol, magyar, szlovák",magyar,Rimaszombat,gimnázium,3.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:26:05,inkább nem elfogadható,nem,inkább nem elfogadható,hasonlít,inkább nem elfogadható,hasonlít,inkább elfogadható,inkább elfogadható,inkább nem elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,nem,,lány,magyar,magyar,Sajógömör,gimnázium,3.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:28:01,inkább elfogadható,hasonlít,inkább elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,inkább elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,semmilyen helyzetben,szerintem elég jól,igen,igen,"Baráti beszélgetésben, említették, hogy akcentusom van, szerintem különösebb baj nincs vele.",fiú,magyar és szlovák,magyar,Rimaszombat,gimnázium,3.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:30:51,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,teljesen elfogadható,nem,inkább nem elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal",igen,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",inkább nem,igen,igen,"""Kezdj már el rendesen beszélni."" ""Addig amíg nem kezdel el normálisan beszélni nem válaszolok.""",fiú,magyar,szlovák,Rimaszombat,gimnázium,3.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:32:18,inkább nem elfogadható,nem,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,inkább nem elfogadható,egyáltalán nem elfogadható,inkább elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal",szerintem elég jól,nem tudom,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal",szerintem elég jól,igen,nem,,fiú,magyar,magyar,Tornalja,gimnázium,3.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:34:36,teljesen elfogadható,nem,teljesen elfogadható,hasonlít,inkább elfogadható,nem,inkább elfogadható,inkább nem elfogadható,nem tudom megítélni,semleges,"családi beszélgetésben, baráti beszélgetésben, magyarországi magyarokkal, szlovákiai magyarokkal",igen,előny,"iskolában az órákon, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,igen,igen,"Nem kifogásolták, sőt megkérdezték, hogy honnan beszélem ilyen szépen a magyar nyelvet, mert a mi vidékünkön nem ez a beszéd a jellemző.",fiú,magyar,magyar,Lévárt,gimnázium,3.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:36:00,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,nem,teljesen elfogadható,teljesen elfogadható,inkább elfogadható,szeretem ezt használni,"baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",inkább nem,igen,igen,,fiú,magyar,magyar,Sajógömör,gimnázium,3.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:37:37,inkább nem elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,inkább elfogadható,inkább elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, e-mailben, SMS-ben, chaten",igen,előny,"iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,igen,,fiú,magyar,magyar,Harmac,gimnázium,3.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:38:57,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"iskolában az órákon, levélben vagy fogalmazás írása közben",talán egy kicsit,igen,igen,,fiú,magyar,magyar,Lénártfala,gimnázium,3.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:42:04,teljesen elfogadható,nem,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal",igen,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,igen,Didcordon beszélgettem magyarországi magyarokkal és a betű helyett mindig á betűt hallottak és ezzel cikiztek.,fiú,magyar,magyar,Rimajánosi,gimnázium,2.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:44:04,teljesen elfogadható,hasonlít,inkább elfogadható,nem,inkább elfogadható,hasonlít,teljesen elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal",szerintem elég jól,előny,"levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,"Egy magyarországi magyar hölgy kérdezte meg, hogy honnan származok. Érdekesnek találta ahogyan beszélek, de tetszett neki ez a fajta nyelvjárás.",lány,magyar,magyar,Rimasimonyi,gimnázium,2.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:45:49,teljesen elfogadható,hasonlít,inkább elfogadható,hasonlít,inkább elfogadható,hasonlít,teljesen elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,semmilyen helyzetben,talán egy kicsit,igen,igen,A hangnememet mert palóc vagyok,fiú,magyar,magyar,Dobóca,gimnázium,1.,magyar és szlovák nyelven is,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:47:20,inkább elfogadható,nem,inkább elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,levélben vagy fogalmazás írása közben,inkább nem,igen,igen,megdicsérték,lány,magyar,magyar,Bátka,gimnázium,2.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:49:00,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,inkább elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,levélben vagy fogalmazás írása közben,inkább nem,igen,igen,"Nem kifogásolták, csak megdicsérték",lány,magyar,magyar,Rimaszombat,gimnázium,2.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:50:17,inkább elfogadható,nem tudom,inkább elfogadható,nem tudom,inkább elfogadható,hasonlít,inkább elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben",talán egy kicsit,igen,nem,,fiú,magyar és szlovák,magyar,Tornalja,gimnázium,1.,magyar és szlovák nyelven is,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:52:23,inkább elfogadható,nem,nem tudom megítélni,hasonlít,teljesen elfogadható,hasonlít,nem tudom megítélni,egyáltalán nem elfogadható,nem tudom megítélni,inkább nem tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",talán egy kicsit,előny,"családi beszélgetésben, iskolában a szünetben, levélben vagy fogalmazás írása közben",igen,igen,igen,Gyors beszéd,fiú,magyar,magyar,Sajószárnya,gimnázium,1.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:54:04,inkább elfogadható,hasonlít,teljesen elfogadható,igen,inkább elfogadható,hasonlít,teljesen elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal",szerintem elég jól,igen,igen,"Dicséret képpen, nem kifogásolták",lány,magyar,magyar,Tornalja,gimnázium,3.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:55:47,teljesen elfogadható,hasonlít,nem tudom megítélni,igen,nem tudom megítélni,nem,inkább elfogadható,inkább elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",igen,igen,igen,Hogy palócos az akcentusom.,lány,magyar,magyar,Feled,gimnázium,1.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:57:42,inkább elfogadható,hasonlít,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,inkább nem elfogadható,inkább nem elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",igen,igen,igen,"Magyarországon egy étterembe, akcentusom van",lány,magyar,magyar,Balogtamási,gimnázium,1.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 14:58:59,teljesen elfogadható,hasonlít,egyáltalán nem elfogadható,nem,teljesen elfogadható,igen,inkább elfogadható,teljesen elfogadható,teljesen elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, e-mailben, SMS-ben, chaten",igen,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben",szerintem elég jól,igen,igen,,fiú,magyar,magyar,Rimaszombat,gimnázium,1.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 15:01:01,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,inkább elfogadható,hasonlít,inkább elfogadható,nem tudom megítélni,nem tudom megítélni,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",szerintem elég jól,nem tudom,"családi beszélgetésben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,Nem szeretnék nyilatkozni,lány,magyar és szlovák,magyar,Guszona,gimnázium,1.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
