"Időbélyeg","1. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","2. Az első hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","3. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","4. A második hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","5. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","6. A harmadik hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","7. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","8. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","9. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","10. Hogyan értékelnéd saját régiód nyelvváltozatát – nyelvjárását?","11. Mely helyzetekben használod a saját nyelvváltozatodat – nyelvjárásodat? (Több választ is megjelölhetsz!)","12. Véleményed szerint te ismered a saját régiód nyelvjárását?","13. Szerinted előny vagy hátrány a nyelvjárás ismerete?","14. Mely helyzetekben használsz köznyelvi változatot? (Több választ is megjelölhetsz!)","15. Véleményed szerint beszéled a magyarországi magyar köznyelvet?","16. Szerinted van különbség a Magyarországon és a Szlovákiában használt magyar nyelv között?","17. Tett-e már valaki megjegyzést arra, ahogyan beszéltél?","18. Amennyiben tett már valaki megjegyzést a beszédedre, milyen helyzetben történt? Mit kifogásoltak? ","19. Mi a nemed?","20. Mi a nemzetiséged?","21. Mi az anyanyelved?","22. Melyik településen élsz?","23. Milyen típusú iskola diákja vagy?","24. Hányadik osztályba jársz?","25. Milyen nyelven zajlik az oktatás az általad látogatott képzésen?","26. Iskola","27. Iskola régiója","28. Lakhely régiója"
"2022/10/20 2:08:23 du. CET","teljesen elfogadható","nem","inkább elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","inkább nem elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","nem tudom","levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","igen","igen","Amikor magyarországi emberekkel beszélgetek akkor mindig tudják, hogy Szlovákiából érkeztem mivel eltér a köznyelvtől.","fiú","magyar","magyar","Szilas","gimnázium","3.","magyar és szlovák nyelven is","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:10:23 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","igen","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben","szerintem elég jól","igen","nem","a szemembe közvetlen megmondva ilyen még nem történt","lány","magyar","magyar","Hegyéte","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:12:04 du. CET","inkább elfogadható","nem","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","inkább elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben","igen","igen","igen","Magyarországon megtörtént, hogy tettek megjegyzést.","lány","magyar","magyar","Vásárút","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:13:37 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","inkább elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","igen","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","fiú","magyar","magyar","Dunaszerdahely","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:16:07 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","igen","Távolibb családtag szerint nem szépen beszélek. (ebbű, errű)","lány","magyar","magyar","Dunatőkés","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:17:38 du. CET","teljesen elfogadható","nem","teljesen elfogadható","nem","teljesen elfogadható","igen","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon","igen","előny","magyarországi magyarokkal;e-mailben, SMS-ben, chaten","igen","igen","nem","","lány","magyar","magyar","Dunaszerdahely","gimnázium","3.","magyar és szlovák nyelven is","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:18:52 du. CET","teljesen elfogadható","nem","teljesen elfogadható","nem","teljesen elfogadható","hasonlít","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","semleges","baráti beszélgetésben;iskolában a szünetben","igen","előny","családi beszélgetésben;iskolában az órákon;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","nem","","lány","magyar","magyar","Dunaszerdahely","gimnázium","3.","magyar és szlovák nyelven is","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:21:29 du. CET","teljesen elfogadható","nem","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","teljesen elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","nem tudom","levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","igen","igen","kézilabda táborban voltam, Magyarországi kézilabdások szólták meg azt, hogy én máshogy beszélek mint ők. Pl. azt mondtam, hogy mennyi az idő, hüssben, hranolky","lány","magyar","magyar","Nagymegyer","gimnázium","3.","magyar és szlovák nyelven is","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:23:08 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","nem","teljesen elfogadható","igen","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","igen","A kiejtésemet kinevették, vagy a nyelvjárás használata miatt.","lány","magyar","magyar","Diósfürgepatony","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:24:50 du. CET","inkább elfogadható","nem","teljesen elfogadható","nem","teljesen elfogadható","igen","teljesen elfogadható","inkább nem elfogadható","inkább nem elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","igen","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben","szerintem elég jól","igen","nem","","fiú","magyar","magyar;szlovák","Dunaszerdahely","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:26:45 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","inkább elfogadható","inkább elfogadható","inkább elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben","szerintem elég jól","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","nem","","lány","magyar","magyar","Nagyudvarnok","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:28:12 du. CET","inkább elfogadható","hasonlít","inkább elfogadható","hasonlít","inkább elfogadható","hasonlít","nem tudom megítélni","nem tudom megítélni","nem tudom megítélni","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;szlovákiai magyarokkal","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","nem tudom","nem","","lány","magyar","magyar","Hegyéte","gimnázium","3.","magyar és szlovák nyelven is","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:31:28 du. CET","inkább elfogadható","hasonlít","teljesen elfogadható","nem","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","nem tudom megítélni","szeretem ezt használni","baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","talán egy kicsit","előny","iskolában az órákon;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","igen","Csak kijavították családi beszélgetés közben vagy akkor amikor magyarországi magyarokkal beszéltem.","fiú","magyar","magyar","Egyházgelle","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:33:51 du. CET","nem tudom megítélni","nem","nem tudom megítélni","hasonlít","inkább elfogadható","hasonlít","inkább elfogadható","inkább nem elfogadható","nem tudom megítélni","inkább tetszik","baráti beszélgetésben;iskolában a szünetben;e-mailben, SMS-ben, chaten","talán egy kicsit","előny","családi beszélgetésben;baráti beszélgetésben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben","szerintem elég jól","igen","igen","Többször hallottam már hogy magyarországi magyart használok, ritkán kérdezték hogy helyi vagyok-e annak ellenére hogy itt születtem.","fiú","magyar","magyar","Dunaszerdahely","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:41:51 du. CET","teljesen elfogadható","nem","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","nem tudom megítélni","inkább elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","igen","nem tudom","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","fiú","magyar","magyar","Dunaszerdahely","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:43:59 du. CET","teljesen elfogadható","nem","teljesen elfogadható","igen","teljesen elfogadható","igen","inkább elfogadható","nem tudom megítélni","inkább elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","igen","Magyarországon tettek, hogy érezhető, hogy külföldről vagyok (konkrétan nem tudom, mit kifogásoltak)","lány","magyar","magyar","Dunaszerdahely","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:45:30 du. CET","teljesen elfogadható","nem","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","inkább elfogadható","inkább elfogadható","nem tudom megítélni","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","magyarországi magyarokkal;levélben vagy fogalmazás írása közben","inkább nem","igen","igen","","lány","magyar","magyar","Dunaszerdahely","gimnázium","3.","magyar és szlovák nyelven is","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:47:09 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","nem","teljesen elfogadható","igen","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal","szerintem elég jól","előny","semmilyen helyzetben","inkább nem","igen","nem","","fiú","magyar","magyar","Nagyabony","gimnázium","3.","magyar és szlovák nyelven is","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:49:29 du. CET","inkább elfogadható","hasonlít","inkább elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","teljesen elfogadható","inkább elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","igen","igen","Csak furcsáltak egy-egy szót, amit és ahogyan használtam, leginkább a barátok.","lány","magyar","magyar","Dercsika","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:50:58 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","igen","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","igen","előny","levélben vagy fogalmazás írása közben","szerintem elég jól","igen","nem","","fiú","magyar","magyar","Nyárasd","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:53:18 du. CET","inkább elfogadható","hasonlít","inkább elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal","szerintem elég jól","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal","igen","igen","igen","Néha baráti társaságban ha választékosabban beszélek akkor jegyezték meg, máshol pedig ha falusiasan. Szóval megjegyzést szoktam kapni.","fiú","magyar és szlovák","magyar","Dunaszerdahely","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:54:51 du. CET","teljesen elfogadható","nem","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","inkább elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal","szerintem elég jól","előny","levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","igen","nem","","lány","magyar","magyar","Dunaszerdahely","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:56:46 du. CET","teljesen elfogadható","nem","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","inkább elfogadható","inkább nem elfogadható","nem tudom megítélni","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","igen","előny","családi beszélgetésben;baráti beszélgetésben;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","igen","Budapesten hallani 1-2 kifejezésben, hogy szlovákiai vagyok, de nagyon szép akcentussal beszélek magyarul.","lány","magyar","magyar","Dunaszerdahely","gimnázium","3.","magyar és szlovák nyelven is","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:58:00 du. CET","inkább elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","inkább elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","igen","nem tudom","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben","szerintem elég jól","igen","nem","","lány","magyar","magyar","Dunaszerdahely","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
